product_name,overall_rating,no_ratings,no_reviews,rating,title,review
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prim...,4.2,2885,725,5,Super!,Product is value for money. Best laptop in this price range.
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Perfect product!,Laptop is a Good But Battery Problem.. Continue use 4 to 5 hour's is Battery Backup..
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Decent product,Not a better 👍
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Perfect product!,Nice 🙂
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Awesome,"Bought this laptop during Big Billion day sale and its really awesome laptop, lookwise so sleek/premium and have 8gb ram/256gb storage, window 11 preinstalled better than others it has 4k resolution no other brand can beat this laptop features in this price.
I am using it from 20 days and not facing any issues, happy to buy😍"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Does the job,Good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Mind-blowing purchase,Smart laptop thank you flipcart and thanks chuwi company value for money
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Awesome,All good but battery issue is big problem
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Excellent,Good product and value for money for sure
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Super!,Awesome experience 🥰❣️
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Mind-blowing purchase,Good chuwi leptop
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific purchase,Best laptop on budget.. all good.......
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Worth every penny,I thought I was using Mac
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,2,Moderate,Video hang problem 😔😔😔
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Really Nice,"After 3month it is working good.sometimes it suddenly lag.Battery backup is upto 4-5hours.
Performance upto the mark.It has a concern with cooling because it's below side there is not any system to loss heat.Atleast it has value for money."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Good quality product,All over the product is good at this price but the battery backup is not much good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Worst experience ever!,Don't buy guys.....slow working... hanging problem....no battery backup.... heavy battery heating..... charger quality is too low....No return option 🤬🤬
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Very poor,"No Return ,Brand are Not accept Return
Very bad Quality
All time hank this laptop
Don't buy this laptop 😡😡😡"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Just okay,"May be it is value for many product, normally we can use for office work as like type of Excel project etc.it does not sustain for major loading work like editing havy games.Major issue is when you suffering on browser then overheating problem occurs at normal room temperature but when you using in cooling area or in room temperature it is fully away some.Now we are facing issue in my product is white line highlighted side on display cover and about warranty guaranty when was product is deliv...
READ MORE"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Super!,"Really good for basic use like ms word ms excel
Nice."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Just wow!,Nice product Nice Laptop
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific purchase,Super very fast
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Very Good,Very good products
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Worth the money,Good conditions
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Pretty good,Nice product
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Brilliant,"CHUWI is new brand but you can trust it. I have bought this laptop at such a reasonable rate.
It is excellent in performance and battery backup.It is not for gaming .But overall I liked it and will recommend it to all."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Unsatisfactory,"Performance slow
Hitting problem
Camara quality very very poor Jio phone camera is better than this .
___________________
Only Display quality good 👍"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Good,This product is good and performance according to price is best bus I think is build quality is point of compromise
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Decent product,Best quality and performance
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Nice,It's battery charge takes long and it runs out quickly all the other stuff are excellent in this laptop
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Good,Good for one handed use
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Just okay,OK but no spped
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Nice,Thank you
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,2,Not good,SLOW
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Highly recommended,"It is very nice and good package. Im so happy. But little sad because it is china set. I don't know about it china set yet see manual book . After seeing tha package book. That is one my remark other wi
se are good"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Super!,"Very nice product in small piece
Love this product.


Best quality and performance."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Highly recommended,Best laptop under 20000 it's working very smooth and battery life is very good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific,"Awesome, i didn't expect this quality on this price battery also good and no lag issue also supporting 4k video weaving overall good 🤗"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific purchase,"I got some laptop issues and worried, but customer care solved my issue....good customer care ...thank you chuwi"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Must buy!,I like this product it is very helpful for me.... 🥰🥰🥰🥰🥰thanks flipcart
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Worth every penny,Best in this rate
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Fabulous!,Bast quality
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Worth every penny,I use this product 4 month i feel good performance on this price no other issues face
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Just wow!,At this budget laptop performance is very good..
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Great product,The Chuwi HeroBook Plus is a budget-friendly laptop that provides a larger screen and decent performance for its price
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Super!,It's really nice and affordable product in this generation and also good service
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Best in the market!,"This laptop suitable for students,virtual classes and soft copy notes views"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Must buy!,"It's good, at this price point. Everything is working properly."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Simply awesome,nice
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Classy product,Best segment in this price
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Just wow!,Good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Pretty good,Good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Decent product,In budget this is the okay choice 😐
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Terrible product,Not worth the money. Over heating
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,2,Could be way better,CAMERA POOR
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Awesome,Today I received my laptop it's amazing design
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Highly recommended,Good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Excellent,"very nice and still i never get any drawback from this product and compared between macbook it's awesome for less price then giving the feel of MacBook..
less weight n good quality slim n sexy look"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Very poor,Very bad experience
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Must buy!,Good product
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Awesome,Nice look
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Fabulous!,I like this product.. value for money 💸 thanks Flipkart ❤️🥰
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Bad quality,Worst product not working properly lake in minute minute. Don't buy it
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Terrible product,Never but this CHUWI laptop.... It will have charging issue within five months
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Highly recommended,Nice product
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Terrible product,Heating problem
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Just okay,Laptop is best for study type
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,2,Expected a better product,The laptop processor is slow.
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Delightful,Best
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific purchase,Nice one....
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Decent product,"It's good product..... with budget.....
But battery backup problem issue is most priority...."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Decent product,Nice
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Really Nice,Super
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Horrible,Product is worst and service assistance is also worst. Very terrible experience with the product and the seller. Not at all recommended.
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Simply awesome,Nyc
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Pretty good,Good Product bt camera quality is very bad
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Simply awesome,very good laptop
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Worthless,Screen touch not
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Value-for-money,"It's a very good product, but, size little smaller"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Excellent,Good
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Just okay,Camera quality is not very well
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Did not meet expectations,Don't buy it.
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Wonderful,"The product is found for perfection, design is very slim"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Good choice,Nice I like
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,2,Moderate,"processor is of very old generetion, take time in processing"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Nice,It does not support 4K videos
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Waste of money!,Verry bad quality not working properly and don't have return policy
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Worthless,Don't buy this product it's performance is very low
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Horrible,"One of the worst products I've ever bought is a lAnd you can't return it because they know this is pathetic and every one will return it. Lagging lagging and lagging, web cam not working, you can't do a zoom call in it.. not even good for doing excel. Asked for replacement taking ages for the same as they are very slow in there response as well just like there laptop"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Best in the market!,nice product.
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,1,Useless product,The charger broke down within 2 days
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Nice,Not for gaming
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Perfect product!,So cute laptop 💻 warking best
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Terrific,"Very Good Product in low Price,Only Battery Issues Other All are Good as Compared to Price."
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Highly recommended,Good product
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Just okay,Medium
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,3,Good,Nice
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Worth every penny,Nice
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Must buy!,"You don't need to go Service centre, they come at home.Customer support is great"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,4,Nice product,Nice work
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SS...,3.7,1067,123,5,Great product,Good performance
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"Loved it, it's my first MacBook that I earned from my hardwork 🥺❤️"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"Battery lasted longer than my first relationship (2 days).
Listening to Arijit singh songs on full volume since then still isn't getting over. Has more warmth than her. unlike her there's two way communication here as touchpad is very responsive. fingerprint lock is nice as it only opens up to me. 5 stars for this -1 for her"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"Such a great deal.. very happy with the performance and battery life..Origional product..🥰❤️
Thank you Flipkart..!!!"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Delightful,"Awesome build quality and very good display, battery and camera. Still new to macOS"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Awesome,"When i ordered and came to know about seller review,i was scared that in what condition i will get macbook. but i was wrong.

This is my first macbook and i am fully satisfied with the product with original packaging of apple and got genuine product.

It's very thin and light and looks very premium.

As A software developer, i installed intellij idea ide and guess what.
It's magic,it is opening just in a click and within 5 seconds.
Great performance, no heating issue, sound quality awesome an...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,Super product
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,Go for it..its awesome
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,"Best , best and best 🫶🏻👑🍎"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Just wow!,Its really very good and compact device.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,"Superb built quality, Amazing performance and display quality...

Got it at 72k, wonderful product at great price."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,"Great laptop. Very good performance, battery life and look and feel. Very happy with my purchase"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,Superb 😍
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,Best powerful machine in all aspects
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,just love how apple is in their own league!!
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,This is the first MacBook I ever have. And I must say no one can match Apple product.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,Product is nice but price droped by 6k after purchasing so feels a bit dispointed.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Worth every penny,Worth every penny u spend
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,Its very good product.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific purchase,"My first MacBook and also my first laptop. First I thought of buying a windows laptop as macbooks are way more expensive. But during the sale I bought it at 73k which is a steal deal. I am a college student and mainly bought it for coding, streaming videos and movies and also for some editing tasks.

I would like to tell you if you are not a gamer this is one of the best laptops you can have in this price range. Loved the design, the colour, the sound , the display, the battery backup and al...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,"A good power pack laptop to go with,"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,"This is my first macbook...was using windows since 3rd grade ...both are different but macOS feels so smooth and optimised.

As soon as I setted it up ... I got one update... offcourse I updated my Mac.

I am loving this product... Especially the screen corners are so thin with least bezels..
Battery life is amazing...used moderately for 1 day.. discharged 50 %"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,First mac and it works like a beast
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,This is the best in my entire life . Such a human Machine it is and 😀🎉
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,Perfect one for office workers
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,This is a great device as a personal laptop or work machine. The Full HD camera is a welcome addition. 6 month M365 subscription is free with this machine and that is a good add-on benefit. The small notch around the camera in the top middle of the screen is pretty neatly integrated and does not disturb. The build quality is fantastic and form factor is perfect to hold and operate.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,"Just got the product, While detailed review will updated after couple of months usage.
From initial usage it's the best laptop i have used in my career"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,Very nice
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Delightful,Good for business work
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Wonderful,Good
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Using Mac after being a Windows user for almost 13 years.,"I have been using Windows for the past 13-odd years. Although I am a huge Apple fan and hence decided to buy this machine. I am writing this review after 1 month of usage.

The performance it delivers is just unmatched. On practical usage, it can easily beat the high-end Windows laptops. You are gonna love it from the moment you unbox it and would kinda wanna eat it once it falls in your hands.

The Apple silicon laptops really over-deliver than their on-paper specs. If it fits your budget...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Great product,Superb
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,Very nice product
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"This is my first MacBook Air with M2 chip.
Space grey color.
Overall performance is very good.
Battery is Good.
Display is superb.
Finally I owned my Mac.

But I need laptop bag."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"First time i have used macbook after windows and i would say i can't use windows again.beautiful display with amazing sound (specially dolby atmos feature) Performance of laptop is far better than windows top notch model laptops.

Flipkart delivery was worst part in this purchase.I have got this laptop 10 days after placing order and after making so much efforts.But overall i am satisfied with my purchase."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,"The MacBook Air M2 is Apple's latest addition to its renowned lineup of ultraportable laptops, and it certainly has a lot to offer. With its sleek design, remarkable M2 chip, and impressive battery life, it's a compelling choice for many users. However, it's not without its downsides.

**Pros:**

1. **Stunning Design:** The MacBook Air M2 maintains the iconic, slim, and lightweight design that Apple is known for. It's an absolute head-turner with its aluminum chassis.

2. **M2 Chip Performanc...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,Just go for it. Performance and beauty is really amazing. 😻
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,Design and build quality is excellent🤩... Performance is good enough for most users🙃... Handles day to day tasks with ease😉... Battery life is mind benging😅... Overall bang for the buck😎
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Very Good,Nice Experience with mac
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"Just as expected,Awesome!"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,"I'm reviewing after 2 months, honestly I assure that I have used many laptops but this is the most experience ever. Literally M2's have crucial or beast performance no doubt. It's feel like butter on a hot pan, and I suggest if you purchase M2 you should be go for the starlight colour seriously colour is very unique."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,EXPENSIVE BUT AMAZING! 🤯
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,Awesome ✨❤️
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Wonderful,Expected better. Has hinge problem
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"2 weeks review, product is very optimal in performance, price a bit high but overall product satisfaction is always there when ever u purchase an apple product, would take time to get used to its apps those who r used to working on windows like I am. Good buy 👍"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,"Amazing Display, battery and performance is super efficient, best product at a best price with the credit card discount.

Lastly the new Starlight colour just looks 😍 fantastic..."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Nice product,Well I am a software developer. The laptop heats up really quickly. And once it does the device starts to lag
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"Awesome battery backup, performance wise no complaints , slick design and loved the midnight colour.... Although it's a fingerprint magnet

Delivery experience was very good"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Best in the market!,"Best machine
Super slim
Superb battery backup
Superb performance
Superb display
Premium design
Nice packaging
100% genuine
Far better than windows laptp"
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,Blindly go for Macbook if your budget allows. No other laptop can provide this quality and premiumness
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,Prefect product and perfect price. I bought this mac for 78k in big billion days. I have been using this for 3 days now. It is working properly and had no starches. It's perfectly original and the packaging was also good. Really satisfied.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Awesome,Most powerful laptop out there.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Good quality product,I ordered Macbook Air - 8GB RAM and 512GB Storage. I am happy with this product. It's expensive but it is valuable product and worth to have it. I am also happy with Flipkart services. I received it within 3 days. I recommended to buy this kind of expensive product from Flipkart as well.
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Best in the market!,"The deep midnight color is striking and adds a touch of elegance. The viewing experience is truly remarkable, providing vivid and immersive visuals. It's suitable for standard video and photo editing tasks. However, for users engaging in intensive video editing, it is advisable to choose the 512GB storage option due to the slower SSD speed of the 256GB model. Overall, considering the features and performance at this price point, it's a compelling deal."
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"First time i have purchased a apple macbook and i am fully satisfied with the product, the design and looks of this are insane and just loves the product very much and the midnight colour is awesome, definitely value for money."
